id,context,prompt,speaker_utterance,listener_utterance,exchange_number,s_word_len,l_word_len,empathy,,
hit:9395_conv:18791,guilty,took something without paying,yes i did. i felt bad. the baby was crying and fussing while i was unloading the cart so i overlooked it. the manager told me to keep them because i was honest,That was very nice of him.,2,33,6,3,,
hit:9395_conv:18791,guilty,took something without paying,i went to the store today_comma_ and when i got back to my car i realized i didnt pay for 2  12packs of soda,Did you go back?,1,24,4,3,,
hit:9395_conv:18791,guilty,took something without paying,yes i did. i felt bad. the baby was crying and fussing while i was unloading the cart so i overlooked it. the manager told me to keep them because i was honest,That was very nice of him.,2,33,6,3,,
hit:3976_conv:7953,furious,Someone just stole my car.,Someone just stole my car.,That sucks? Did you see anything?,1,5,6,3,,
hit:3976_conv:7953,furious,Someone just stole my car.,No_comma_ I was asleep.  I have never been so mad in my life.  The police say I should just expect to never see it again.,I can imagine. I had a car stolen once while I was at work. Broke my heart,2,25,17,3,,
hit:3976_conv:7953,furious,Someone just stole my car.,Someone just stole my car.,That sucks? Did you see anything?,1,5,6,3,,
hit:3976_conv:7953,furious,Someone just stole my car.,No_comma_ I was asleep.  I have never been so mad in my life.  The police say I should just expect to never see it again.,I can imagine. I had a car stolen once while I was at work. Broke my heart,2,25,17,3,,
hit:6295_conv:12590,anxious,the new madden came out today_comma_ i was so amped for it,madden came out today_comma_ i was so stoked,I love Madden_comma_ I cannot wait to play it!,1,8,9,3,,
hit:6295_conv:12590,anxious,the new madden came out today_comma_ i was so amped for it,it is the best one they have made in years,I am so jealous!,2,10,4,3,,
hit:6295_conv:12590,anxious,the new madden came out today_comma_ i was so amped for it,madden came out today_comma_ i was so stoked,I love Madden_comma_ I cannot wait to play it!,1,8,9,3,,
hit:6295_conv:12590,anxious,the new madden came out today_comma_ i was so amped for it,it is the best one they have made in years,I am so jealous!,2,10,4,3,,
hit:456_conv:912,nostalgic,There are certain times when I hear a song come on the radio_comma_ that came out when I was in high school_comma_ I want to go back to those days. I wish I could be young and carefree again with no worries. I miss those days.,I sometimes wish I could go back to high school and be a kid again.,I certainly do not. I was miserable as a kid.,1,15,10,1,,
hit:456_conv:912,nostalgic,There are certain times when I hear a song come on the radio_comma_ that came out when I was in high school_comma_ I want to go back to those days. I wish I could be young and carefree again with no worries. I miss those days.,I am sorry to hear that. I think we all had struggles we went through as kids_comma_,Yes_comma_ some worse than others. What do you miss the most?,2,17,11,1,,
hit:456_conv:912,nostalgic,There are certain times when I hear a song come on the radio_comma_ that came out when I was in high school_comma_ I want to go back to those days. I wish I could be young and carefree again with no worries. I miss those days.,Talent shows in high school and Pep rallies_comma_ getting out of class. Just the memories I made with friends I do not get to see now.,You can always organize a reunion for your former classmates.,3,26,10,1,,
hit:456_conv:912,nostalgic,There are certain times when I hear a song come on the radio_comma_ that came out when I was in high school_comma_ I want to go back to those days. I wish I could be young and carefree again with no worries. I miss those days.,I sometimes wish I could go back to high school and be a kid again.,I certainly do not. I was miserable as a kid.,1,15,10,1,,
hit:456_conv:912,nostalgic,There are certain times when I hear a song come on the radio_comma_ that came out when I was in high school_comma_ I want to go back to those days. I wish I could be young and carefree again with no worries. I miss those days.,I am sorry to hear that. I think we all had struggles we went through as kids_comma_,Yes_comma_ some worse than others. What do you miss the most?,2,17,11,1,,
hit:456_conv:912,nostalgic,There are certain times when I hear a song come on the radio_comma_ that came out when I was in high school_comma_ I want to go back to those days. I wish I could be young and carefree again with no worries. I miss those days.,Talent shows in high school and Pep rallies_comma_ getting out of class. Just the memories I made with friends I do not get to see now.,You can always organize a reunion for your former classmates.,3,26,10,1,,
hit:4349_conv:8698,lonely,My wife went out of town for a week for work_comma_ and I got to say_comma_ I'm pretty lonely.,Hey there_comma_ Got to admit_comma_ I am pretty lonely right now.,Aw I am sorry. Why are you lonely?,1,11,8,2,,
hit:4349_conv:8698,lonely,My wife went out of town for a week for work_comma_ and I got to say_comma_ I'm pretty lonely.,My wife went out of town for work for a week_comma_ and I am not used to having the place to myself.,Maybe you could invite a friend over for a movie?,2,22,10,2,,
hit:4349_conv:8698,lonely,My wife went out of town for a week for work_comma_ and I got to say_comma_ I'm pretty lonely.,I could_comma_ but they all have lives now.,Maybe you could facetime your wife.,3,8,6,2,,
hit:4349_conv:8698,lonely,My wife went out of town for a week for work_comma_ and I got to say_comma_ I'm pretty lonely.,Hey there_comma_ Got to admit_comma_ I am pretty lonely right now.,Aw I am sorry. Why are you lonely?,1,11,8,2,,
hit:4349_conv:8698,lonely,My wife went out of town for a week for work_comma_ and I got to say_comma_ I'm pretty lonely.,My wife went out of town for work for a week_comma_ and I am not used to having the place to myself.,Maybe you could invite a friend over for a movie?,2,22,10,2,,
hit:4349_conv:8698,lonely,My wife went out of town for a week for work_comma_ and I got to say_comma_ I'm pretty lonely.,I could_comma_ but they all have lives now.,Maybe you could facetime your wife.,3,8,6,2,,
hit:9580_conv:19161,confident,I have been practicing my jump shot for months. I am read for a game of horse against my friends.,I have been working on  my jump shot all month.,That is awesome! Have you gotten any better yet?,1,10,9,3,,
hit:9580_conv:19161,confident,I have been practicing my jump shot for months. I am read for a game of horse against my friends.,I hope so I have a big horse tournament against my buddies I want to win the 100 bucks prize.,That would be cool.  Hopefully the hard work will pay off,2,20,11,3,,
hit:9580_conv:19161,confident,I have been practicing my jump shot for months. I am read for a game of horse against my friends.,I have been working on  my jump shot all month.,That is awesome! Have you gotten any better yet?,1,10,9,3,,
hit:9580_conv:19161,confident,I have been practicing my jump shot for months. I am read for a game of horse against my friends.,I hope so I have a big horse tournament against my buddies I want to win the 100 bucks prize.,That would be cool.  Hopefully the hard work will pay off,2,20,11,3,,
hit:10238_conv:20477,sentimental,One time I found a photo album of pictures from my childhood. Looking at it really brought back memories,I found an old photo album of my family. It really brought back memories.,It is good to remember days gone by,1,14,8,3,,
hit:10238_conv:20477,sentimental,One time I found a photo album of pictures from my childhood. Looking at it really brought back memories,It is kind of a bittersweet experience,Yea_comma_ like you can remember those times but things are different,2,7,11,3,,
hit:10238_conv:20477,sentimental,One time I found a photo album of pictures from my childhood. Looking at it really brought back memories,I found an old photo album of my family. It really brought back memories.,It is good to remember days gone by,1,14,8,3,,
hit:10238_conv:20477,sentimental,One time I found a photo album of pictures from my childhood. Looking at it really brought back memories,It is kind of a bittersweet experience,Yea_comma_ like you can remember those times but things are different,2,7,11,3,,
hit:3408_conv:6816,proud,i was given a chance to speak in public,it was so motivating i liked it,What did you like,1,7,4,2,,
hit:3408_conv:6816,proud,i was given a chance to speak in public,the experience of public speaking,Oh that sounds nervewracking,2,5,4,2,,
hit:3408_conv:6816,proud,i was given a chance to speak in public,it was so motivating i liked it,What did you like,1,7,4,2,,
hit:3408_conv:6816,proud,i was given a chance to speak in public,the experience of public speaking,Oh that sounds nervewracking,2,5,4,2,,
hit:12225_conv:24450,sad,My best friend just moved to another state. I don't know what I will do without her,My best friend just moved to another state.,Ah that is depressing! What state?,1,8,6,3,,
